SideEffect ID,Antibiotic ID,SE Name,Pattern,SE Description ,Reference ID
SE661,A026,Photosensitivity,Not Specified,Photosensitivity is an increased sensitivity to sunlight.,"R026
R156"
SE662,A026,Vasculitis,Not Specified,"Vasculitis is an inflammation of the blood vessels. It happens when the body's immune system attacks the blood vessel by mistake. It can happen because of an infection, a medicine, or another disease. The cause is often unknown.","R026
R280"
SE663,A026,Erythema Multiforme,Not Specified,Erythema Multiforme is an acute skin reaction that comes form an infection or another trigger. EM is a self-limiting condition. This means it usually resolves on its own without treatment.,"R026
R154"
SE664,A026,Stevens-Johnson Syndrome,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Stevens-Johnson Syndrome represents the less severe end of the disease spectrum.","R026
R153"
SE665,A026,Toxic Epidermal Necrolysis,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Toxic Epidermal Necrolysis represents the more severe end.","R026
R153"
SE666,A026,Anaphylaxis,Not Specified,"Anaphylaxis is a seroius allergic reaction. It can began very quickly, and symptoms may be life-threatening. ","R026
R143"
SE667,A026,Arthralgia,Not Specified,"Arthralgia is an alternative name of joint pain. It can affect one or more joints. Joint pain can be caused by many types of injuries or conditions. It may be linked to arthritis, bursitis, and muscle pain. ","R026
R191"
SE668,A026,Acute Renal Failure,Not Specified,Acute Renal Failure is an alternative name of Acute Kidney Failure. It is the rapid (less than 2 days) loss of your kidneys' ability to remove waste and help balance fluids and electrolytes in your body.,"R026
R192"
SE669,A026,Jaundice,Not Specified,"Jaundice causes your skin and the whites of your eyes to turn yellow. Too much bilirubin causes jaundice. Bilirubin is a yellow chemical in hemoglobin, the substance that carries oxygen in your red blood cells.","R026
R270"
SE670,A026,Moniliasis,Not Specified,"Moniliasis is also called yeast infections. It is a fungus that lives almost everywhere, including in your body. Usually, your immune system keeps yeast under control.","R026
R193"
SE671,A026,Hepatitis,Not Specified,Hepatitis is inflammation of the liver. Inflammation is swelling that happens when tissues of the body are injured or infected. It can damage your liver. This swelling and damage can affect how well your liver functions.,"R026
R252"
SE672,A026,Eosinophilia,Not Specified,Eosinophils are a type of white blood cell. They help fight off infections and play a role in your body's immune response. They can also build up and cause inflammation.,"R026
R151"
SE673,A026,Leukopenia,Not Specified,Leukopenia is a low white blood count.,"R026
R224"
SE674,A026,Thrombocytopenia,Not Specified,Thrombocytopenia means there is an abnormally low amount of platelets. Platelets are parts of the blood that help blood to clot. This condition is sometimes associated with abnormal bleeding.,"R026
R149"
SE675,A026,Pancytopenia,Not Specified,"Pancytopenia can result in extreme tiredness (fatigue) due to low numbers of red blood cells (anemia), frequent infections due to low numbers of white blood cells (neutropenia), and abnormal bleeding due to low numbers of platelets (thrombocytopenia)","R026
R205"
SE676,A026,Hemolytic Anemia,Not Specified,Hemolytic anemia is a condition in which the body does not have enough healthy red blood cells. Red blood cells provide oxygen to body tissues.,"R026
R147"
SE677,A026,Agranulocytosis,Not Specified,Agranulocytosis is when the body has too few granulocytes.,"R026
R256"
SE678,A026,Gynecomastia,Not Specified,"Gynecomastia is the development of prominent breast tissue in the male. The condition can develop during puberty and sometimes resolve on its own. Other causes of gynecomastia include exposure to estrogens, androgens (often taken secretly for body building), marijuana, and some medications. Rare causes include tumors, genetic defects, and chronic liver disease.","R026
R281"
SE679,A026,Edema,Not Specified,"Edema means swelling caused by fluid in your body's tissues. It usually occurs in the feet, ankles and legs, but it can involve your entire body.","R026
R168"
SE680,A026,Syncope,Not Specified,"Syncope is also called Fainting. It is a temporary loss of consciousness. If you're about to faint, you'll feel dizzy, lightheaded, or nauseous. Your field of vision may ""white out"" or ""black out."" Your skin may be cold and clammy. You lose muscle control at the same time, and may fall down.","R026
R178"
SE681,A026,Hot Flushes,Not Specified,Hot flushes are sudden strong feelings of heat and sweating.,"R026
R232"
SE682,A026,Sweating,Not Specified,"Sweat is a clear, salty liquid produced by glands in your skin. Sweating is how your body cools itself. You sweat mainly under your arms and on your feet and palms. When sweat mixes with bacteria on your skin, it can cause a smell. ","R026
R282"
SE683,A027,Abdominal Pain,Not Specified,Abdominal pain is pain that you feel anywhere between your chest and groin. This is often referred to as the stomach region or belly.,"R027
R163"
SE684,A027,Anorexia,Not Specified,"Anorexia is an eating disorder that causes people to weigh less than is considered healthy for their age and height, usually by excessive weight loss.","R027
R132"
SE685,A027,Diarrhea,Not Specified,"Diarrhea is loose, watery stools (bowel movements).","R027
R134"
SE686,A027,Dry Mouth,Not Specified,"Having dry mouth, also called xerostomia, means that you don't have enough saliva to keep your mouth wet. Everyone has a dry mouth once in a while, like when you are nervous or stressed. But if you have a dry mouth all or most of the time, it can be uncomfortable. It can make chewing, swallowing, and even talking difficult. It also raises your risk for tooth decay or infections in the mouth.","R027
R233"
SE687,A027,Dyspepsia,Not Specified,Dyspepsia is also called as Indigestion. It's a feeling of discomfort or a burning feeling in your upper abdomen. You may have heartburn or belch and feel bloated. ,"R027
R164"
SE688,A027,Flatulence,Not Specified,Flatulence is also called gas. Gas is air in the intestine that is passed through the rectum. Air that moves from the digestive tract through the mouth is called belching.,"R027
R213"
SE689,A027,Nausea,Not Specified,"Nausea is when you feel sick to your stomach, as if you are going to throw up.","R027
R133"
SE690,A027,Vomiting,Not Specified,Vomiting is when you throw up.,"R027
R133"
SE691,A027,Pseudomembranous Colitis,Not Specified,"Pseudomembranous colitis
Email this page to a friend Print Facebook X Pinterest
Pseudomembranous colitis refers to swelling or inflammation of the large intestine (colon) due to an overgrowth of Clostridioides difficile (C difficile) bacteria.","R027
R203"
SE692,A027,Anaphylactoid Reactions,Not Specified,Anaphylactoid Reaction is an anaphylactic-like reaction.,"R027
R143"
SE693,A027,Angioedema,Not Specified,"Angioedema is a swelling that is similar to hives, but the swelling is under the skin instead of on the surface. ","R027
R142"
SE694,A027,Arthralgia,Not Specified,"Arthralgia is an alternative name of joint pain. It can affect one or more joints. Joint pain can be caused by many types of injuries or conditions. It may be linked to arthritis, bursitis, and muscle pain. ","R027
R191"
SE695,A027,Erythema Multiforme,Not Specified,Erythema Multiforme is an acute skin reaction that comes form an infection or another trigger. EM is a self-limiting condition. This means it usually resolves on its own without treatment.,"R027
R154"
SE696,A027,Pruritus,Not Specified,Pruritus is an alternative name for Itching. It is a tingling or irritation of the skin that makes you want to scratch the area. Itching may occur all over the body or only in one location.,"R027
R166"
SE697,A027,Skin Rashes,Not Specified,"A rash is an area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin.","R027
R165"
SE698,A027,Serum Sickness-like Reaction,Not Specified,"Serum sickness is a reaction that is similar to an allergy. The immune reacts to medicines that contain proteins used to treat immune conditions. It can also react to antiserum, the liquid part of blood that contains antibodies given to a person to help protect them against germs or poisonous substances.","R027
R144"
SE699,A027,Stevens-Johnson Syndrome,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Stevens-Johnson Syndrome represents the less severe end of the disease spectrum.","R027
R153"
SE700,A027,Toxic Epidermal Necrolysis,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Toxic Epidermal Necrolysis represents the more severe end.","R027
R153"
SE701,A027,Urticaria,Not Specified,Urticaria is also called as Hives. It is a red and sometimes itchy bumps on your skin.,"R027
R141"
SE702,A027,Hepatitis,Not Specified,Hepatitis is inflammation of the liver. Inflammation is swelling that happens when tissues of the body are injured or infected. It can damage your liver. This swelling and damage can affect how well your liver functions.,"R027
R252"
SE703,A027,Jaundice,Not Specified,"Jaundice causes your skin and the whites of your eyes to turn yellow. Too much bilirubin causes jaundice. Bilirubin is a yellow chemical in hemoglobin, the substance that carries oxygen in your red blood cells.","R027
R270"
SE704,A027,Transient BUN Elevation,Not Specified,"A BUN, or blood urea nitrogen test, measures the amount of urea nitrogen in your blood. Urea nitrogen is a waste product that forms as your body breaks down proteins. It's carried in your blood and then removed by your kidneys when you urinate (pee).","R027
R140"
SE705,A027,Acute Renal Failure,Not Specified,Acute Renal Failure is an alternative name of Acute Kidney Failure. It is the rapid (less than 2 days) loss of your kidneys' ability to remove waste and help balance fluids and electrolytes in your body.,"R027
R192"
SE706,A027,Vaginitis,Not Specified,"Vaginitis, also called vulvovaginitis, is an inflammation or infection of the vagina. It can also affect the vulva, which is the external part of a woman's genitals. Vaginitis can cause itching, pain, discharge, and odor.","R027
R167"
SE707,A027,Vaginal Candidiasis,Not Specified,Vaginal Infection is an infection of the vagina. It is most often due to the fungus. Most women have a vaginal yeast infection at some time. ,"R027
R215"
SE708,A027,Dizziness,Not Specified,"When you're dizzy, you may feel lightheaded, woozy, or disoriented. Diziness usually gets better by itself or is easily treated.","R027
R160"
SE709,A027,Headache,Not Specified,Headache is the most common form of pain. It's a major reason people miss days at work or school or visit the doctor.,"R027
R159"
SE710,A027,Fatigue,Not Specified,"Fatigue is a feeling of weariness, tiredness, or lack of energy. It can interfere with your usual daily activities. Fatigue can be a normal response to physical activity, emotional stress, boredom, or lack of sleep.","R027
R218"
SE711,A027,Insomnia,Not Specified,"Insomnia is trouble falling asleep, staying asleep (usually through the night), or waking up too early in the morning. Episodes of insomnia may come and go or be long-lasting.","R027
R158"
SE712,A027,Malaise,Not Specified,"Malaise is a general feeling of discomfort, illness, or lack of well-being.","R027
R242"
SE713,A027,Seizures,Not Specified,"Seizures are symptoms of a brain problem. They happen because of sudden, abnormal electrical activity in the brain. When people think of seizures, they often think of convulsions in which a person's body shakes rapidly and uncontrollably. ","R027
R199"
SE714,A027,Somnolence,Not Specified,Somnolence is an alternative name of drowsiness. It refers to feeling more sleepy than normal during the day.,"R027
R177"
SE715,A027,Thrombocytopenia,Not Specified,Thrombocytopenia means there is an abnormally low amount of platelets. Platelets are parts of the blood that help blood to clot. This condition is sometimes associated with abnormal bleeding.,"R027
R149"
SE716,A027,Leukopenia,Not Specified,Leukopenia is a low white blood count.,"R027
R224"
SE717,A027,Neutropenia,Not Specified,"Neutropenia is a condition that increases the risk of repeated infections in affected individuals. People with this condition have an abnormally low level (deficiency) of neutrophils, a type of white blood cell that plays a role in inflammation and in fighting infection.","R027
R150"
SE718,A027,Agranulocytosis,Not Specified,Agranulocytosis is when the body has too few granulocytes.,"R027
R256"
SE719,A027,Eosinophilia,Not Specified,Eosinophils are a type of white blood cell. They help fight off infections and play a role in your body's immune response. They can also build up and cause inflammation.,"R027
R151"
SE720,A027,Immune Hemolytic Anemia,Not Specified,Immune hemolytic anemia is a condition in which the body does not have enough healthy red blood cells. Red blood cells provide the oxygen to the body's tissue.,"R027
R148"
SE721,A027,Dyspnea,Not Specified,Dyspnea is shortness of breath.,"R027
R161"
SE722,A027,Chills,Not Specified,Chills refers to feeling cold after being in a cold environment. The word can also refer to an episode of shivering along with paleness and feeling cold.,"R027
R277"
SE723,A027,Hypotension,Not Specified,"Hypotension is also called as Low Blood Pressure. It is the force of your blood pushing against the walls of your arteries. Each time your heart beats, it pumps out blood into the arteries. Your blood pressure is highest when your heart beats, pumping the blood.","R027
R183"
SE724,A027,Cholestasis,Not Specified,Cholestasis is any condition in which the flow of bile from the liver is slowed or blocked.,"R027
R269"
SE725,A027,Aplastic Anemia,Not Specified,"Aplastic anemia is a rare but serious blood disorder. If you have it, your bone marrow doesn't make enough new blood cells. It happens when there is damage to stem cells inside your bone marrow. ","R027
R274"
SE726,A027,Epistaxis,Not Specified,Epistaxis is an alternative name of nose bleed. It is a loss of blood from the tissue lining the nose. Bleeding most often occurs from one nostril only.,"R027
R179"
SE727,A027,Tenesmus,Not Specified,"Tenesmus is the feeling that you need to pass stools, even though your bowels are already empty. It may involve straining, pain, and cramping.","R027
R283"
SE728,A027,Glossitis,Not Specified,Glossitis is a problem in which the tongue is swollen and inflammed. This often makes the surface of the tongue appear smooth.,"R027
R135"
SE729,A027,Oral Candidiasis (Thrush),Not Specified,"Oral Candidiasis, commonly known as thrush, is a yeast infection of the mouth or throat. ","R027
R184"
SE730,A027,Heartburn,Not Specified,"Heartburn is a painful burning feeling in your chest or throat. It happens when stomach acid backs up into your esophagus, the tube that carries food from your mouth to your stomach.","R027
R284"
SE731,A027,Nightmares,Not Specified,"A nightmare is a bad dream that brings out strong feelings of fear, terror, distress, or anxiety.","R027
R197"
SE732,A027,Vertigo,Not Specified,Vertigo is if you feel like you or the room are spinning.,"R027
R160"
SE733,A027,Chest Pain,Not Specified,Chest pain is discomfort or pain that you feel anywhere along the front of your body between your neck and upper abdomen.,"R027
R189"
SE734,A027,Pleural Effusion,Not Specified,Pleural Effusion is an excess fluid in the pleural space.,"R027
R285"
SE735,A027,Cough,Not Specified,"Coughing is a reflex that keeps your throat and airways clear. Although it can be annoying, coughing helps your body heal or protect itself.","R027
R266"
SE736,A027,Rhinitis,Not Specified,"Rhinitis is a condition that includes a runny nose, sneezing, and nasal stuffiness. When environmental allergies (such as hay fever) or a cold are not causing these symptoms, the condition is called nonallergic rhinitis.","R027
R223"
SE737,A027,Positive Coombs Test,Not Specified,The Coombs test looks for antibodies that may stick to your red blood cells and cause red blood cells to die too early.,"R027
R278"
SE738,A027,Pancytopenia,Not Specified,"Pancytopenia can result in extreme tiredness (fatigue) due to low numbers of red blood cells (anemia), frequent infections due to low numbers of white blood cells (neutropenia), and abnormal bleeding due to low numbers of platelets (thrombocytopenia)","R027
R205"
SE739,A028,Diarrhea,Not Specified,"Diarrhea is loose, watery stools (bowel movements).",R028
SE740,A028,Headache,Not Specified,Headache is the most common form of pain. It's a major reason people miss days at work or school or visit the doctor.,"R028
R159"
SE741,A028,Dizziness,Not Specified,"When you're dizzy, you may feel lightheaded, woozy, or disoriented. Diziness usually gets better by itself or is easily treated.","R028
R160"
SE742,A028,Skin Rashes,Not Specified,"A rash is an area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin.","R028
R165"
SE743,A028,Pruritus,Not Specified,Pruritus is an alternative name for Itching. It is a tingling or irritation of the skin that makes you want to scratch the area. Itching may occur all over the body or only in one location.,"R028
R166"
SE744,A028,Urticaria,Not Specified,Urticaria is also called as Hives. It is a red and sometimes itchy bumps on your skin.,"R028
R141"
SE745,A028,Fever,Not Specified,"A fever is a body temperature that is higher than normal. A normal temperature can vary from person to person, but it is usually around 98.6 °F (37 °C). A fever is not a disease. It is usually a sign that your body is trying to fight an illness or infection.","R028
R212"
SE746,A028,Serum Sickness-like Reaction,Not Specified,"Serum sickness is a reaction that is similar to an allergy. The immune reacts to medicines that contain proteins used to treat immune conditions. It can also react to antiserum, the liquid part of blood that contains antibodies given to a person to help protect them against germs or poisonous substances.","R028
R144"
SE747,A028,Arthralgia,Not Specified,"Arthralgia is an alternative name of joint pain. It can affect one or more joints. Joint pain can be caused by many types of injuries or conditions. It may be linked to arthritis, bursitis, and muscle pain. ","R028
R191"
SE748,A028,Anaphylaxis,Not Specified,"Anaphylaxis is a seroius allergic reaction. It can began very quickly, and symptoms may be life-threatening. ","R028
R143"
SE749,A028,Thrombocytopenia,Not Specified,Thrombocytopenia means there is an abnormally low amount of platelets. Platelets are parts of the blood that help blood to clot. This condition is sometimes associated with abnormal bleeding.,"R028
R149"
SE750,A028,Leukopenia,Not Specified,Leukopenia is a low white blood count.,"R028
R224"
SE751,A028,Eosinophilia,Not Specified,Eosinophils are a type of white blood cell. They help fight off infections and play a role in your body's immune response. They can also build up and cause inflammation.,"R028
R151"
SE752,A029,Abdominal Pain,Not Specified,Abdominal pain is pain that you feel anywhere between your chest and groin. This is often referred to as the stomach region or belly.,"R029
R163"
SE753,A029,Anorexia,Not Specified,"Anorexia is an eating disorder that causes people to weigh less than is considered healthy for their age and height, usually by excessive weight loss.","R029
R132"
SE754,A029,Diarrhea,Not Specified,"Diarrhea is loose, watery stools (bowel movements).","R029
R134"
SE755,A029,Dry Mouth,Not Specified,"Having dry mouth, also called xerostomia, means that you don't have enough saliva to keep your mouth wet. Everyone has a dry mouth once in a while, like when you are nervous or stressed. But if you have a dry mouth all or most of the time, it can be uncomfortable. It can make chewing, swallowing, and even talking difficult. It also raises your risk for tooth decay or infections in the mouth.","R029
R233"
SE756,A029,Dyspepsia,Not Specified,Dyspepsia is also called as Indigestion. It's a feeling of discomfort or a burning feeling in your upper abdomen. You may have heartburn or belch and feel bloated. ,"R029
R164"
SE757,A029,Flatulence,Not Specified,Flatulence is also called gas. Gas is air in the intestine that is passed through the rectum. Air that moves from the digestive tract through the mouth is called belching.,"R029
R213"
SE758,A029,Nausea,Not Specified,"Nausea is when you feel sick to your stomach, as if you are going to throw up.","R029
R133"
SE759,A029,Vomiting,Not Specified,Vomiting is when you throw up.,"R029
R133"
SE760,A029,Pseudomembranous Colitis,Not Specified,"Pseudomembranous colitis
Email this page to a friend Print Facebook X Pinterest
Pseudomembranous colitis refers to swelling or inflammation of the large intestine (colon) due to an overgrowth of Clostridioides difficile (C difficile) bacteria.","R029
R203"
SE761,A029,Anaphylactoid Reactions,Not Specified,Anaphylactoid Reaction is an anaphylactic-like reaction.,"R029
R143"
SE762,A029,Angioedema,Not Specified,"Angioedema is a swelling that is similar to hives, but the swelling is under the skin instead of on the surface. ","R029
R142"
SE763,A029,Arthralgia,Not Specified,"Arthralgia is an alternative name of joint pain. It can affect one or more joints. Joint pain can be caused by many types of injuries or conditions. It may be linked to arthritis, bursitis, and muscle pain. ","R029
R191"
SE764,A029,Erythema Multiforme,Not Specified,Erythema Multiforme is an acute skin reaction that comes form an infection or another trigger. EM is a self-limiting condition. This means it usually resolves on its own without treatment.,"R029
R154"
SE765,A029,Pruritus,Not Specified,Pruritus is an alternative name for Itching. It is a tingling or irritation of the skin that makes you want to scratch the area. Itching may occur all over the body or only in one location.,"R029
R166"
SE766,A029,Skin Rashes,Not Specified,"A rash is an area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin.","R029
R165"
SE767,A029,Serum Sickness-like Reaction,Not Specified,"Serum sickness is a reaction that is similar to an allergy. The immune reacts to medicines that contain proteins used to treat immune conditions. It can also react to antiserum, the liquid part of blood that contains antibodies given to a person to help protect them against germs or poisonous substances.","R029
R144"
SE768,A029,Stevens-Johnson Syndrome,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Stevens-Johnson Syndrome represents the less severe end of the disease spectrum.","R029
R153"
SE769,A029,Toxic Epidermal Necrolysis,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Toxic Epidermal Necrolysis represents the more severe end.","R029
R153"
SE770,A029,Urticaria,Not Specified,Urticaria is also called as Hives. It is a red and sometimes itchy bumps on your skin.,"R029
R141"
SE771,A029,Hepatitis,Not Specified,Hepatitis is inflammation of the liver. Inflammation is swelling that happens when tissues of the body are injured or infected. It can damage your liver. This swelling and damage can affect how well your liver functions.,"R029
R252"
SE772,A029,Jaundice,Not Specified,"Jaundice causes your skin and the whites of your eyes to turn yellow. Too much bilirubin causes jaundice. Bilirubin is a yellow chemical in hemoglobin, the substance that carries oxygen in your red blood cells.","R029
R270"
SE773,A029,Transient BUN Elevation,Not Specified,"A BUN, or blood urea nitrogen test, measures the amount of urea nitrogen in your blood. Urea nitrogen is a waste product that forms as your body breaks down proteins. It's carried in your blood and then removed by your kidneys when you urinate (pee).","R029
R140"
SE774,A029,Acute Renal Failure,Not Specified,Acute Renal Failure is an alternative name of Acute Kidney Failure. It is the rapid (less than 2 days) loss of your kidneys' ability to remove waste and help balance fluids and electrolytes in your body.,"R029
R192"
SE775,A029,Dysuria,Not Specified,"Dysuria is an alternative name for painful urination. It is any pain, discomfort, or burning sensation when passing urine.","R029
R240"
SE776,A029,Vaginitis,Not Specified,"Vaginitis, also called vulvovaginitis, is an inflammation or infection of the vagina. It can also affect the vulva, which is the external part of a woman's genitals. Vaginitis can cause itching, pain, discharge, and odor.","R029
R167"
SE777,A029,Vaginal Candidiasis,Not Specified,Vaginal Infection is an infection of the vagina. It is most often due to the fungus. Most women have a vaginal yeast infection at some time. ,"R029
R215"
SE778,A029,Dizziness,Not Specified,"When you're dizzy, you may feel lightheaded, woozy, or disoriented. Diziness usually gets better by itself or is easily treated.","R029
R160"
SE779,A029,Headache,Not Specified,Headache is the most common form of pain. It's a major reason people miss days at work or school or visit the doctor.,"R029
R159"
SE780,A029,Fatigue,Not Specified,"Fatigue is a feeling of weariness, tiredness, or lack of energy. It can interfere with your usual daily activities. Fatigue can be a normal response to physical activity, emotional stress, boredom, or lack of sleep.","R029
R218"
SE781,A029,Insomnia,Not Specified,"Insomnia is trouble falling asleep, staying asleep (usually through the night), or waking up too early in the morning. Episodes of insomnia may come and go or be long-lasting.","R029
R158"
SE782,A029,Malaise,Not Specified,"Malaise is a general feeling of discomfort, illness, or lack of well-being.","R029
R242"
SE783,A029,Somnolence,Not Specified,Somnolence is an alternative name of drowsiness. It refers to feeling more sleepy than normal during the day.,"R029
R177"
SE784,A029,Thrombocytopenia,Not Specified,Thrombocytopenia means there is an abnormally low amount of platelets. Platelets are parts of the blood that help blood to clot. This condition is sometimes associated with abnormal bleeding.,"R029
R149"
SE785,A029,Leukopenia,Not Specified,Leukopenia is a low white blood count.,"R029
R224"
SE786,A029,Neutropenia,Not Specified,"Neutropenia is a condition that increases the risk of repeated infections in affected individuals. People with this condition have an abnormally low level (deficiency) of neutrophils, a type of white blood cell that plays a role in inflammation and in fighting infection.","R029
R150"
SE787,A029,Eosinophilia,Not Specified,Eosinophils are a type of white blood cell. They help fight off infections and play a role in your body's immune response. They can also build up and cause inflammation.,"R029
R151"
SE788,A029,Chills,Not Specified,Chills refers to feeling cold after being in a cold environment. The word can also refer to an episode of shivering along with paleness and feeling cold.,"R029
R277"
SE789,A029,Hypotension,Not Specified,"Hypotension is also called as Low Blood Pressure. It is the force of your blood pushing against the walls of your arteries. Each time your heart beats, it pumps out blood into the arteries. Your blood pressure is highest when your heart beats, pumping the blood.","R029
R183"
SE790,A029,Cholestasis,Not Specified,Cholestasis is any condition in which the flow of bile from the liver is slowed or blocked.,"R029
R269"
SE791,A029,Aplastic Anemia,Not Specified,"Aplastic anemia is a rare but serious blood disorder. If you have it, your bone marrow doesn't make enough new blood cells. It happens when there is damage to stem cells inside your bone marrow. ","R029
R274"
SE792,A029,Hemolytic Anemia,Not Specified,Hemolytic anemia is a condition in which the body does not have enough healthy red blood cells. Red blood cells provide oxygen to body tissues.,"R029
R147"
SE793,A029,Epistaxis,Not Specified,Epistaxis is an alternative name of nose bleed. It is a loss of blood from the tissue lining the nose. Bleeding most often occurs from one nostril only.,"R029
R179"
SE794,A029,Agranulocytosis,Not Specified,Agranulocytosis is when the body has too few granulocytes.,"R029
R256"
SE795,A029,Tenesmus,Not Specified,"Tenesmus is the feeling that you need to pass stools, even though your bowels are already empty. It may involve straining, pain, and cramping.","R029
R283"
SE796,A029,Glossitis,Not Specified,Glossitis is a problem in which the tongue is swollen and inflammed. This often makes the surface of the tongue appear smooth.,"R029
R135"
SE797,A029,Oral Candidiasis,Not Specified,"Oral Candidiasis, commonly known as thrush, is a yeast infection of the mouth or throat. ","R029
R184"
SE798,A029,Heartburn,Not Specified,"Heartburn is a painful burning feeling in your chest or throat. It happens when stomach acid backs up into your esophagus, the tube that carries food from your mouth to your stomach.","R029
R284"
SE799,A029,Nightmares,Not Specified,"A nightmare is a bad dream that brings out strong feelings of fear, terror, distress, or anxiety.","R029
R197"
SE800,A029,Vertigo,Not Specified,Vertigo is if you feel like you or the room are spinning.,"R029
R160"
SE801,A029,Chest Pain,Not Specified,Chest pain is discomfort or pain that you feel anywhere along the front of your body between your neck and upper abdomen.,"R029
R189"
SE802,A029,Pleural Effusion,Not Specified,Pleural Effusion is an excess fluid in the pleural space.,"R029
R285"
SE803,A029,Dyspnea,Not Specified,Dyspnea is shortness of breath.,"R029
R161"
SE804,A029,Cough,Not Specified,"Coughing is a reflex that keeps your throat and airways clear. Although it can be annoying, coughing helps your body heal or protect itself.","R029
R266"
SE805,A029,Rhinitis,Not Specified,"Rhinitis is a condition that includes a runny nose, sneezing, and nasal stuffiness. When environmental allergies (such as hay fever) or a cold are not causing these symptoms, the condition is called nonallergic rhinitis.","R029
R223"
SE806,A029,Positive Coombs Test,Not Specified,The Coombs test looks for antibodies that may stick to your red blood cells and cause red blood cells to die too early.,"R029
R278"
SE807,A029,Pancytopenia,Not Specified,"Pancytopenia can result in extreme tiredness (fatigue) due to low numbers of red blood cells (anemia), frequent infections due to low numbers of white blood cells (neutropenia), and abnormal bleeding due to low numbers of platelets (thrombocytopenia)","R029
R205"
SE808,A030,Nausea,Not Specified,"Nausea is when you feel sick to your stomach, as if you are going to throw up.","R030
R133"
SE809,A030,Emesis,Not Specified,Emesis is also called nausea and vomiting. ,"R030
R133"
SE810,A030,Anorexia,Not Specified,"Anorexia is an eating disorder that causes people to weigh less than is considered healthy for their age and height, usually by excessive weight loss.","R030
R132"
SE811,A030,Abdominal Pain,Not Specified,Abdominal pain is pain that you feel anywhere between your chest and groin. This is often referred to as the stomach region or belly.,"R030
R163"
SE812,A030,Diarrhea,Not Specified,"Diarrhea is loose, watery stools (bowel movements).","R030
R134"
SE813,A030,Peripheral Neuropathy,Not Specified,Peripheral neuropathy means these nerves don't work properly. Peripheral neuropathy may occur because of damage to a single nerve or a group of nerves. It may also affect nerves in the whole body.,"R030
R210"
SE814,A030,Exfoliative Dermatitis,Not Specified,"Erythroderma is one alternative name of Exfoliative dermatitis. It is widespread readness of the skin. It also accompanied by scaling, peeling, and flaking of the skin, and may include utching and hair loss.","R030
R139"
SE815,A030,Erythema Multiforme,Not Specified,Erythema Multiforme is an acute skin reaction that comes form an infection or another trigger. EM is a self-limiting condition. This means it usually resolves on its own without treatment.,"R030
R154"
SE816,A030,Urticaria,Not Specified,Urticaria is also called as Hives. It is a red and sometimes itchy bumps on your skin.,"R030
R141"
SE817,A030,Rash,Not Specified,"A rash is an area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin.","R030
R165"
SE818,A030,Agranulocytosis,Not Specified,Agranulocytosis is when the body has too few granulocytes.,"R030
R256"
SE819,A030,Leukopenia,Not Specified,Leukopenia is a low white blood count.,"R030
R224"
